0.075398,0.079840,0.075852,0.079464,0.072357,0.078812,0.077640,0.078816,0.080333,0.074978,0.081409,0.075535,0.076838,0.069390,0.074695,0.077733,0.088175,0.078438,0.079622,0.079109,0.080897,0.081141,0.070438,0.070744,0.074473,0.077439,0.072790,0.072734,0.077394,0.078267,0.078414,0.079081,0.087413,0.077134,0.075256,0.075056,0.076287,0.076216,0.075104,0.075217,0.076518,0.075302,0.076912,0.077061,0.075259,0.077537,0.076875,0.080981,0.069789,0.078762,0.075048,0.078523,0.077072,0.083356,0.079359,0.076050,0.076390,0.080626,0.089752,0.078063,0.077488,0.075502
0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798,0.042798
0.089377,0.088218,0.093656,0.093612,0.088127,0.091565,0.086547,0.089700,0.092018,0.088362,0.090369,0.085609,0.095357,0.085912,0.079968,0.089942,0.087298,0.086532,0.088243,0.092756,0.091275,0.092097,0.091978,0.085258,0.089748,0.087585,0.088790,0.087708,0.091212,0.090998,0.091487,0.089439,0.094389,0.087622,0.086887,0.090347,0.085721,0.087319,0.092810,0.087150,0.089511,0.090682,0.090546,0.092222,0.086694,0.087130,0.090240,0.087951,0.091452,0.090164,0.088046,0.087913,0.086428,0.091548,0.092085,0.089325,0.091418,0.090046,0.093997,0.089453,0.088815,0.090406
0.046801,0.049792,0.051303,0.057660,0.060810,0.049822,0.043958,0.050781,0.040573,0.042527,0.045744,0.034918,0.039579,0.046847,0.036350,0.039886,0.037245,0.037336,0.047197,0.045519,0.052079,0.044414,0.054076,0.069872,0.047187,0.042134,0.034390,0.040607,0.039845,0.054493,0.043202,0.044903,0.043883,0.066756,0.063114,0.051270,0.049702,0.042911,0.042246,0.046651,0.037785,0.037951,0.042203,0.048828,0.036932,0.044828,0.040933,0.049601,0.054055,0.055586,0.045215,0.036343,0.045046,0.045595,0.038455,0.049583,0.045339,0.044133,0.043534,0.062442,0.054600,0.053379
0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097,0.034097
0.037720,0.038335,0.044238,0.039997,0.043185,0.041961,0.042966,0.041980,0.039952,0.040473,0.039138,0.039564,0.040784,0.039624,0.038260,0.046909,0.044640,0.041297,0.039058,0.043628,0.038675,0.039744,0.041474,0.041061,0.038019,0.039743,0.035595,0.038529,0.044052,0.041945,0.039885,0.039968,0.037781,0.038801,0.042533,0.041402,0.039230,0.039910,0.040367,0.037289,0.038804,0.048508,0.042218,0.043804,0.037941,0.039274,0.038321,0.038220,0.041481,0.043470,0.039743,0.040214,0.041001,0.040779,0.043247,0.044358,0.039985,0.039837,0.039190,0.038675,0.042287,0.041906
0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082,0.056082
0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233,0.032233
0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371,0.054371
0.043458,0.043828,0.044963,0.047250,0.041708,0.047138,0.042456,0.046183,0.047299,0.045189,0.048310,0.047352,0.048742,0.040347,0.039696,0.044998,0.049267,0.047899,0.044089,0.048694,0.048825,0.045584,0.041627,0.038915,0.044489,0.043559,0.042830,0.045105,0.046541,0.047279,0.042234,0.047804,0.053541,0.043770,0.044421,0.048174,0.041642,0.044921,0.047562,0.044052,0.044159,0.044488,0.049290,0.048168,0.043347,0.046788,0.043387,0.044224,0.041558,0.049267,0.045264,0.042943,0.048376,0.050905,0.047438,0.044626,0.041695,0.048272,0.052994,0.043929,0.045705,0.047358
