-0.050875,-0.050923
0.016528,0.016527
0.007958,0.007793
0.006300,0.006329
0.022871,0.022843
0.008479,0.008537
-0.030573,-0.030513
0.029836,0.029887
0.032634,0.030317
-0.017759,-0.017753
0.015233,0.015258
-0.019701,-0.019722
-0.008296,-0.008305
-0.021141,-0.021150
0.037314,0.037314
-0.030047,-0.030009
-0.046588,-0.046041
-0.017444,-0.017453
0.005003,0.005013
-0.029612,-0.029598
0.006104,0.006138
-0.025854,-0.025882
-0.021799,-0.021788
-0.013142,-0.013151
-0.027164,-0.027099
-0.024689,-0.024682
0.042962,0.043031
0.028840,0.028835
-0.042390,-0.042404
0.017221,0.009301
0.007672,0.007686
-0.029740,-0.029652
-0.055485,-0.055488
-0.015553,-0.015527
-0.006978,-0.007290
-0.006538,-0.006468
-0.035628,-0.035611
-0.034525,-0.034561
0.049248,0.049234
-0.050866,-0.050816
0.036845,0.036859
0.017081,0.017087
-0.012494,-0.012494
-0.064319,-0.064364
-0.034195,-0.034182
-0.001369,-0.001209
0.045085,0.045097
0.012104,0.012097
-0.024253,-0.024255
-0.036777,-0.037355
-0.018674,-0.018668
-0.012704,-0.012121
-0.057191,-0.057135
0.032132,0.032122
0.003902,0.005650
0.011353,0.011364
0.027901,-0.009492
0.018988,0.018992
0.043687,0.043678
0.035305,0.035299
-0.028468,-0.028481
-0.057460,-0.057450
0.014930,0.014942
-0.028197,-0.028173
-0.049602,-0.049322
0.005420,0.005436
-0.050881,-0.050595
-0.030878,-0.031185
-0.037021,-0.037010
-0.037487,-0.037467
0.061211,0.061596
-0.052732,-0.051956
0.026236,0.026224
-0.053793,-0.053791
0.016170,0.016209
-0.019898,-0.019891
0.068678,0.068699
-0.038603,-0.038605
-0.000020,-0.000030
0.040172,0.039949
0.002713,0.002726
0.002924,0.002965
-0.002784,-0.002789
-0.022190,-0.022124
-0.010809,-0.010816
0.031373,0.031521
0.030152,0.030248
0.002530,0.002558
0.015514,0.015499
-0.062404,-0.062434
0.035116,0.035130
-0.054185,-0.054186
0.007472,0.007475
0.034019,0.034053
0.026942,0.027080
-0.006868,-0.006863
0.020110,0.020118
0.004097,0.004098
-0.059578,-0.059464
-0.037841,-0.037801
0.008977,0.009058
0.018912,0.019003
0.048569,0.048566
0.038138,0.038167
0.002141,0.002118
0.008284,0.008752
0.013918,0.013904
0.026348,0.026500
0.062444,0.062558
-0.063010,-0.063009
0.024475,0.024465
0.020923,0.020908
-0.011472,-0.011056
-0.020160,-0.020175
-0.005432,-0.005381
-0.051946,-0.051911
0.035603,0.035601
-0.048501,-0.048522
0.008103,0.008081
-0.051466,-0.051395
