-0.036090,0.012376,0.196568,-0.076083,-0.002337,0.044594,-0.054439,-0.185079,-0.060713,-0.012121,-0.162654,-0.011758,0.035796,-0.242653,0.203932,-0.041892,-0.025963,-0.195943,0.174983,0.056214,-0.054572,-0.002392,0.013563,-0.084388,0.031827,-0.066180,0.123217,-0.041998,0.111119,-0.040217,-0.051166,0.123207,-0.073681,0.042293,0.013002,0.143093,-0.019314,0.121081,-0.041777,0.043909,0.003769,-0.016569,-0.175781,-0.023788,-0.020103,-0.016942,-0.008690,-0.053042,0.143874,-0.008862,0.112533,-0.055843,-0.066705,0.109804,-0.002129,-0.107363,-0.037301,-0.017197,0.013482,-0.061075,-0.144296,-0.051425,-0.014889,0.023823,0.057058,-0.044196,0.022078,0.014475,-0.018116,-0.068939,0.001493,0.048319,-0.051514,-0.024692,0.114058,-0.059840,-0.021981,0.029956,-0.016539,0.040367,0.036852,-0.111763,0.456426,0.014501,0.057098,-0.039017,-0.015244,0.023374,-0.102914,0.096467,0.019106,0.069865,0.115436,0.040299,0.025830,-0.018919,-0.014700,0.028081,-0.046332,-0.023527,-0.000398,0.059231,-0.037306,-0.021476,0.084747,0.015779,0.026873,-0.079323,-0.011175,-0.139256,-0.034009,0.104037,0.011982,-0.001424,0.030159,-0.113201,-0.033627,0.272630,-0.059591,0.170552,-0.045882,-0.079376,-0.061144,-0.045782,-0.074835,-0.028380,0.073472,0.072823
-0.064978,0.034137,0.066556,-0.004560,0.022954,0.290885,0.059557,-0.025581,-0.025104,-0.026749,-0.020094,-0.005796,0.000989,-0.070313,0.045719,-0.035767,-0.016633,-0.005005,-0.121023,0.044866,0.018491,0.091810,0.071149,0.023990,-0.013224,0.032670,-0.050741,0.006712,-0.061399,-0.049378,-0.019827,0.014741,-0.023577,-0.048340,-0.025806,-0.011743,0.226846,-0.017692,-0.248899,0.001385,0.027650,-0.015744,-0.034396,0.203736,0.056549,-0.017241,-0.061355,-0.058213,0.000256,-0.060683,0.019916,-0.038133,-0.018231,0.006417,-0.081642,0.014470,0.007978,0.240118,0.076778,-0.054336,0.034052,-0.057409,0.417411,-0.048447,0.078116,0.065761,-0.042493,0.011495,-0.198804,-0.034304,0.010741,-0.027991,-0.110411,0.085440,0.025352,0.001053,-0.013921,-0.135167,0.065830,0.132193,-0.063482,0.021459,0.105338,-0.005504,0.033318,-0.015995,-0.027767,-0.056220,0.122649,0.040767,-0.030215,-0.101032,0.013086,0.078454,0.024461,0.038534,-0.000971,0.048554,0.035301,0.090119,-0.014349,-0.001150,0.038989,0.021618,-0.023509,0.152548,-0.012978,-0.136959,0.061651,-0.028742,0.042099,0.053480,0.202490,-0.047865,0.013308,0.113774,0.018869,0.148990,-0.022659,0.045399,-0.009040,0.105542,-0.136059,-0.118888,-0.001054,0.037651,0.104250,-0.040471
0.000543,0.055933,-0.070036,-0.020014,-0.064102,0.021087,0.020721,-0.050321,0.122583,0.077819,-0.023599,0.153520,-0.015383,-0.049843,-0.024248,0.073767,-0.239258,0.077305,-0.070259,-0.152919,0.040617,-0.007524,0.020834,-0.052987,0.043804,0.088189,-0.047742,0.016225,-0.041628,-0.057556,0.018170,0.035980,0.029614,0.054601,0.040319,0.042438,-0.017790,-0.005956,0.003436,0.007348,0.002866,-0.059972,0.050120,0.023324,-0.033879,-0.015298,-0.026645,0.055662,-0.005381,-0.081512,-0.105245,0.088950,-0.074870,0.029528,-0.069072,0.017922,-0.017603,0.004154,-0.008077,0.069045,0.051022,0.054170,0.012257,-0.023753,0.015097,-0.049964,-0.015323,-0.041231,0.018613,-0.074546,0.043736,0.002839,-0.049806,-0.039605,-0.019160,0.047646,-0.024523,0.023268,-0.005678,0.060674,-0.015003,-0.081616,0.196395,-0.068427,-0.049367,-0.007886,-0.036472,0.061559,-0.004136,-0.123654,0.058233,0.036147,0.008071,-0.004958,0.110050,-0.024827,-0.008227,-0.038525,-0.052954,-0.104887,0.002172,0.080326,0.023989,0.011663,0.001892,0.008058,0.161532,-0.013040,-0.082808,-0.116155,0.100794,0.089981,0.039199,0.003736,-0.174738,-0.009658,-0.039618,0.045474,-0.021712,0.027213,0.032044,-0.023032,-0.012180,-0.038541,-0.101062,-0.023560,0.019809,-0.022613
-0.050987,0.083980,-0.024624,-0.029866,0.014123,0.033073,-0.060387,-0.115093,-0.045702,0.097172,0.069622,0.075627,0.001849,0.014355,-0.020162,0.008041,0.018136,0.064219,-0.009577,-0.011805,-0.025865,-0.052126,-0.015583,0.015895,-0.046175,0.027414,0.027593,-0.023206,0.059556,-0.014705,-0.021625,0.051735,-0.024692,-0.024615,0.064066,0.026834,0.031649,-0.317986,-0.039016,0.077527,-0.045044,0.040486,0.020715,0.146942,0.019287,0.018749,0.024506,0.049295,-0.082051,0.006424,0.130233,0.030970,0.046558,0.062564,0.127206,-0.028450,0.051351,0.166246,0.174797,-0.048396,-0.015615,0.109009,0.080980,0.083421,0.084589,0.188180,0.174811,-0.051805,0.023072,0.003362,-0.286511,0.097357,0.070013,0.004589,-0.080687,0.017299,0.066374,0.005704,-0.113271,0.050410,0.129392,-0.084736,0.070634,0.043069,0.002986,0.021592,-0.178640,0.095065,0.082550,0.043492,-0.048576,-0.124756,0.118658,-0.145379,0.138972,-0.030723,0.001856,0.052806,0.002644,-0.026752,0.078878,0.088865,-0.200540,-0.163287,-0.032021,0.078137,0.038456,0.141817,0.072413,-0.027061,0.044493,0.007559,-0.003967,-0.085126,-0.012215,-0.024877,0.020347,0.056004,0.055857,0.077731,-0.069351,0.131903,-0.009351,0.000794,0.106414,0.074044,-0.911189,-0.037804
0.014541,0.036836,-0.105723,0.031118,-0.027341,0.020536,0.003217,0.034462,0.034571,0.090348,-0.054109,0.088635,0.023890,0.040490,0.077289,-0.109696,0.083885,0.043068,-0.009525,0.043251,0.017328,0.005418,-0.016204,0.086996,-0.037951,-0.130949,-0.013676,0.024766,-0.058994,0.019628,0.122560,0.006376,-0.001766,-0.012208,0.122763,0.016064,0.087334,-0.096464,0.021166,0.032094,0.003697,-0.208385,-0.053431,0.004314,0.050053,-0.022190,0.025555,-0.062645,0.038844,0.019747,0.052143,0.068930,0.104891,0.047036,0.058881,0.013915,0.116343,-0.021140,0.019722,-0.065730,-0.196427,-0.112194,0.035464,0.026538,-0.018618,-0.097335,0.042024,-0.030705,0.025451,-0.064646,-0.058714,-0.047609,0.178282,0.004338,0.038021,0.027797,0.013424,0.004732,0.005926,-0.082911,0.034345,0.057531,0.036093,0.050843,-0.111360,-0.010345,-0.012649,0.063968,-0.006601,0.088940,0.058250,0.006087,-0.065286,0.010666,-0.055595,0.075952,0.003105,-0.018430,-0.014336,-0.034498,0.027750,0.116548,-0.017703,0.014521,0.013031,0.089534,-0.024524,0.004335,-0.016418,-0.086486,-0.092689,-0.120498,-0.014959,-0.026822,-0.009692,-0.053416,-0.021444,0.089128,-0.047514,0.012072,-0.014018,-0.091482,0.056248,-0.003562,-0.020774,0.057515,0.067254,-0.045839
0.117323,0.040133,-0.043828,-0.042288,0.018853,-0.123297,-0.058555,0.053292,0.048105,0.060998,-0.052265,-0.076263,0.048767,0.033903,0.012381,-0.053199,0.045151,-0.043804,-0.051272,0.024671,-0.000259,-0.049185,0.061398,-0.021050,-0.033851,-0.026672,0.068549,0.002015,0.064719,-0.071590,-0.095138,0.041277,-0.082545,-0.017769,0.052340,0.007130,0.039080,0.084628,-0.049027,0.080692,-0.239401,0.040343,0.274960,0.028774,0.062465,0.013369,0.080932,0.025273,-0.024969,0.045327,-0.012172,-0.032812,-0.038324,0.043652,0.015390,0.059905,-0.021469,-0.199154,-0.005513,-0.020680,-0.094990,0.071762,0.613668,0.064241,0.186522,0.036352,-0.044917,0.001395,-0.156172,0.063784,0.104317,0.153663,0.047831,-0.054582,0.025180,0.044285,0.019868,-0.149039,-0.312987,-0.032334,-0.073945,0.014465,0.043405,0.076019,0.004471,-0.029667,0.045924,0.025747,0.047489,-0.022159,0.028642,0.016679,0.018656,0.427854,-0.060347,-0.049497,-0.006524,0.027811,-0.077723,0.055561,-0.090875,0.015961,-0.025309,-0.084209,-0.007486,-0.163882,-0.046549,0.088667,-0.005018,0.014983,-0.039120,0.017501,0.022398,0.020295,0.028223,-0.093563,0.039567,-0.026079,-0.510114,-0.007466,0.038495,0.008999,0.117161,0.056959,-0.015150,-0.021328,-0.042868,-0.157431
0.013631,0.016438,-0.083540,-0.006872,-0.160708,0.010382,-0.069095,-0.028720,-0.138243,-0.014872,0.025754,0.149005,0.116374,-0.103710,0.083534,0.010264,0.028051,0.152860,-0.004779,0.026137,0.004633,0.026042,-0.027443,0.005568,0.086078,-0.025602,-0.088234,-0.015292,-0.006413,0.079379,0.017286,0.136821,-0.052623,0.026213,0.109842,-0.004056,0.086694,0.156788,-0.022959,0.004010,0.093566,-0.079132,-0.051080,0.015507,0.073538,0.000721,0.094204,-0.070547,-0.048486,0.062784,0.119530,0.090524,0.007528,-0.078988,-0.059954,0.026912,0.022812,-0.005084,0.045345,-0.213980,-0.011118,-0.056708,0.002128,0.123584,0.034761,0.013707,0.045041,-0.074120,-0.001927,-0.226710,0.051443,0.054539,0.086029,0.047897,0.064159,-0.035539,0.015761,0.032581,0.021157,-0.220521,0.016062,-0.039482,0.069646,0.099765,0.050871,-0.102436,-0.027678,-0.001524,-0.042372,0.139200,-0.078029,-0.002803,0.028070,-0.011657,-0.057989,0.025035,0.009074,0.091775,-0.054023,0.032538,-0.017121,0.014031,-0.090773,0.108746,0.086659,-0.004870,-0.052788,0.018925,0.066391,0.001451,0.053901,0.061914,0.010144,-0.112562,-0.212996,0.043407,-0.038261,0.000247,-0.028278,0.070425,0.190276,-0.025882,-0.092497,0.031428,0.025023,0.045951,0.005179,0.006243
0.001423,0.015735,0.069455,-0.016810,0.038304,0.039982,-0.084280,0.000717,-0.238947,0.038590,-0.039642,-0.053626,-0.144997,0.070818,-0.020575,-0.081127,-0.024101,0.058066,-0.032549,-0.083553,-0.076394,-0.034071,0.048094,0.036387,-0.051172,-0.038807,0.109677,-0.018272,0.125694,-0.052498,0.064902,-0.065132,0.053074,-0.045478,-0.032596,-0.044996,0.070929,-0.099681,0.005518,0.041933,-0.234328,-0.174636,-0.032938,-0.025676,0.010420,0.029838,-0.098471,-0.184126,0.048078,-0.156851,0.047446,-0.111159,-0.083961,-0.078738,0.115964,-0.093079,0.162401,-0.012084,-0.039623,-0.008067,0.103633,-0.079566,0.018703,-0.235125,0.003431,-0.022921,0.000794,0.007002,0.013897,-0.212416,0.075898,0.001093,-0.044365,-0.005255,-0.017768,-0.079456,0.007022,0.001612,0.005419,-0.115609,0.042770,0.061935,0.131435,0.100889,0.053187,0.056659,0.038207,-0.049089,-0.012717,-0.078173,0.067105,0.001499,-0.190403,-0.046814,0.096350,-0.098983,-0.008715,-0.103067,0.241010,-0.009060,-0.011145,-0.217369,0.203561,-0.060976,-0.028874,0.130306,-0.044026,-0.006166,-0.076413,0.016165,0.053598,0.094341,0.002253,-0.081728,0.103361,-0.013592,0.083705,0.100826,-0.032691,-0.005348,-0.077907,0.010757,0.049968,0.016012,-0.106346,-0.014173,-0.016849,-0.026203
-0.044522,-0.005957,-0.083874,0.086203,0.021262,-0.061407,-0.037417,0.051144,0.043553,-0.025152,-0.262557,-0.000445,-0.029197,0.057362,-0.016929,0.011614,-0.008508,-0.060748,-0.134422,0.029211,-0.314399,-0.130524,0.089838,0.000254,0.061978,0.011943,-0.021643,-0.031701,-0.002586,-0.007331,0.001910,-0.048616,-0.011497,0.001860,-0.046128,-0.062579,0.046349,0.195951,0.129072,0.030869,-0.164479,0.053853,0.016475,-0.148611,-0.030271,-0.003255,0.035336,-0.013523,-0.035376,-0.055797,0.101905,0.014273,0.028497,0.038007,-0.812849,0.008132,-0.007211,0.027396,0.065946,0.203385,-0.079113,-0.025654,0.058487,-0.022359,-0.070467,-0.025077,0.209230,-0.243604,0.050328,0.029106,-0.094062,-0.073640,-0.053283,-0.011162,0.054833,-0.015099,0.043714,0.054847,-0.087069,-0.021677,0.038085,0.044912,0.029298,-0.075956,0.003887,-0.003043,-0.166122,0.015778,0.155210,0.046664,-0.017178,-0.046326,0.109987,-0.071462,-0.003688,0.326527,-0.004621,-0.075281,0.039426,-0.020204,-0.095808,-0.083495,0.026477,-0.025065,0.044478,0.071778,0.010179,-0.024772,0.030575,-0.002862,0.084669,0.115652,0.024768,0.165310,-0.007784,0.091272,0.038063,-0.011206,-0.001419,-0.041985,-0.002185,-0.061846,0.017340,0.108796,-0.087385,0.021000,-0.104874,0.072349
0.008783,-0.015331,0.021969,-0.042817,-0.014198,-0.045381,0.082205,0.069959,-0.069796,0.028026,-0.021704,-0.001820,-0.066312,-0.134168,0.043560,-0.075789,-0.042201,0.423031,-0.005841,0.044203,0.123147,0.122850,-0.012623,0.113661,-0.021451,0.009594,-0.058164,0.019198,0.036865,0.022085,0.042455,0.011210,0.038807,-0.020407,-0.144286,0.075266,-0.088334,-0.032892,-0.064661,0.000602,0.005063,0.061282,-0.011531,-0.138306,-0.103006,-0.003949,0.023229,0.016542,-0.160532,0.070695,-0.087276,-0.053020,0.120388,0.099432,-0.042716,0.065017,0.027423,0.151081,-0.013861,-0.070419,0.042269,0.000125,-0.000612,-0.117634,0.004075,-0.183960,0.053830,-0.074222,0.206650,0.018247,0.102117,0.158447,0.007192,0.017049,-0.109174,-0.065309,-0.041956,-0.267002,0.086867,-0.062304,-0.232285,0.121696,0.102688,0.029941,-0.151539,-0.035673,0.009806,0.105129,0.020900,-0.016943,-0.011086,0.013531,0.061426,0.027112,0.017640,0.024134,-0.003751,0.004326,0.003766,0.103143,0.202580,-0.001219,0.188287,0.052431,-0.049024,-0.090639,0.033840,0.047993,0.453858,0.125136,-0.038404,0.054904,-0.021706,0.206193,0.068916,-0.013122,0.036505,0.089591,-0.129358,-0.279823,-0.026182,-0.120637,-0.061657,0.053820,-0.037970,0.527808,-0.177436,0.020780
