-0.024578,-0.020903
0.016523,0.017613
0.051313,0.051634
0.035917,0.036060
-0.025996,-0.029380
-0.028520,-0.028729
-0.013043,-0.013715
-0.047850,-0.047659
0.047668,0.042989
0.042805,0.040470
0.000999,0.002021
0.071367,0.071013
0.030297,0.029283
-0.015578,-0.015104
-0.006248,-0.005807
0.068957,0.069300
-0.093148,-0.092396
0.015093,0.015935
-0.056039,-0.055261
0.081738,0.082452
-0.083541,-0.084215
-0.060881,-0.060567
-0.028935,-0.029175
0.002184,0.001791
-0.027393,-0.027220
-0.030194,-0.029758
0.030713,0.030849
-0.000774,-0.000503
0.011625,0.011808
0.059304,0.059537
0.023826,0.028693
-0.049505,-0.049505
0.071157,0.044235
0.038935,0.040523
-0.051621,-0.052789
0.033612,0.033720
-0.043778,-0.043421
0.006922,0.007061
-0.026250,-0.025702
-0.013375,-0.009857
-0.019134,-0.018733
-0.059975,-0.059669
0.007850,0.008333
-0.009621,-0.008259
0.060526,0.060319
0.036795,0.037631
-0.036724,-0.035277
-0.052679,-0.052464
0.069295,0.068939
-0.027139,0.000758
0.049998,0.049485
-0.035110,-0.030278
-0.024641,-0.023546
-0.006199,-0.006010
0.079952,0.077726
-0.004417,-0.004195
-0.005336,-0.004745
-0.010455,-0.009117
-0.008645,-0.008319
-0.028011,-0.027894
-0.064387,-0.067784
-0.050473,-0.050640
-0.052541,-0.052280
0.044617,0.040821
-0.001781,-0.001550
-0.016175,-0.015720
0.001224,0.001338
0.010811,0.010901
-0.074560,-0.076399
-0.029457,-0.030155
0.065258,0.070677
-0.030521,-0.030324
0.004581,0.003679
-0.041735,-0.040197
0.016823,0.018011
-0.054087,-0.054087
-0.030562,-0.030419
-0.012021,-0.011831
-0.014891,-0.013670
-0.017737,-0.019695
-0.084378,-0.084016
0.046184,0.046929
0.058422,0.058719
-0.048077,-0.047876
0.076775,0.077024
0.041550,0.041630
-0.030461,-0.030277
-0.007569,-0.014198
0.089539,0.089537
-0.020061,-0.019148
0.015158,0.009140
-0.070841,-0.070675
0.081127,0.081130
0.014185,0.014371
0.094600,0.094726
-0.027095,-0.026853
-0.055307,-0.054927
-0.053983,-0.055409
-0.016674,-0.017159
-0.040119,-0.040039
0.022184,0.022417
-0.027206,-0.029996
0.044681,0.044955
-0.013420,-0.013186
0.001778,0.001546
0.015069,0.015166
-0.059901,-0.059363
-0.076711,-0.078480
0.081221,0.081375
0.039664,0.039524
0.097078,0.097169
0.009937,0.010753
0.039072,0.039227
0.018780,0.019348
0.047714,0.048000
0.063151,0.060481
-0.093720,-0.093183
-0.036808,-0.035903
-0.034103,-0.033776
-0.061429,-0.057261
0.003303,0.003955
0.030464,0.030809
-0.042667,-0.042677
0.089494,0.089153
-0.052264,-0.052817
