0.025733,0.030575,0.029405,0.035632,0.027535,0.021163,0.023471,0.028542,0.028479,0.027880
0.010165,0.010474,0.010498,0.010387,0.011273,0.010799,0.010167,0.010435,0.010206,0.010285
0.104989,0.104853,0.104857,0.105420,0.105620,0.104651,0.104620,0.104724,0.104852,0.105256
0.048251,0.048484,0.049094,0.048448,0.048435,0.049321,0.048514,0.048396,0.048284,0.048408
0.066583,0.065680,0.065910,0.066245,0.067011,0.067901,0.066515,0.065961,0.069028,0.067290
-0.038878,-0.038560,-0.038483,-0.037863,-0.036577,-0.037678,-0.039146,-0.038431,-0.038499,-0.036827
0.053785,0.053278,0.053477,0.053790,0.055138,0.055142,0.053708,0.053663,0.055890,0.055173
0.130309,0.130690,0.130707,0.130644,0.131575,0.131000,0.130454,0.130701,0.130582,0.130534
0.055042,0.171609,0.079971,0.045235,0.145643,0.050251,0.046902,0.135888,0.128955,0.078731
0.058334,0.059399,0.063175,0.058833,0.062337,0.059050,0.059866,0.059212,0.058310,0.060140
0.076478,0.078071,0.078427,0.089234,0.081903,0.088506,0.076252,0.077242,0.078161,0.088508
0.060386,0.063082,0.060334,0.060208,0.062940,0.060572,0.062942,0.060450,0.060144,0.060001
0.030035,0.030275,0.030901,0.030067,0.030093,0.030444,0.030261,0.030529,0.030024,0.030055
0.111842,0.112047,0.112080,0.111986,0.112987,0.112579,0.111875,0.112027,0.112053,0.111934
0.081292,0.081616,0.082443,0.081397,0.081264,0.081954,0.081406,0.081968,0.081377,0.081312
0.012300,0.012300,0.012300,0.012300,0.012300,0.012300,0.012300,0.012300,0.012300,0.012300
0.138644,0.139045,0.139382,0.138656,0.139253,0.138546,0.138544,0.138581,0.138569,0.138628
0.065957,0.066363,0.066341,0.066470,0.067081,0.067047,0.066627,0.066624,0.066293,0.066178
0.136157,0.136508,0.136645,0.137286,0.138706,0.137512,0.135854,0.136634,0.136565,0.138443
0.109830,0.110073,0.110131,0.110047,0.110863,0.110638,0.109935,0.110084,0.109950,0.109967
0.008533,0.008735,0.008803,0.008742,0.009565,0.009607,0.008741,0.008777,0.009147,0.008732
0.093908,0.093578,0.093661,0.093748,0.094041,0.094328,0.093873,0.093659,0.094706,0.094133
0.090207,0.090296,0.090885,0.089619,0.089991,0.089667,0.089820,0.089716,0.089639,0.089694
0.119608,0.119845,0.119991,0.120471,0.121522,0.120621,0.119387,0.119971,0.119907,0.121326
0.060812,0.063993,0.070555,0.067336,0.060624,0.062960,0.061615,0.067686,0.061674,0.060001
0.068432,0.024089,0.135812,0.020478,0.024575,0.025003,0.085695,0.022327,0.015162,0.022482
0.120545,0.119804,0.119999,0.120250,0.120887,0.121617,0.120503,0.120037,0.122495,0.121104
0.073169,0.073266,0.073980,0.073214,0.073091,0.073844,0.073411,0.073726,0.073231,0.073225
0.077510,0.077804,0.077891,0.078342,0.079265,0.078456,0.077374,0.077866,0.077872,0.079082
0.090213,0.090519,0.090470,0.090892,0.090921,0.091127,0.091033,0.091042,0.090442,0.090350
0.103475,0.103771,0.103820,0.104357,0.105479,0.104523,0.103249,0.103852,0.103821,0.105262
0.022228,0.022377,0.022964,0.022288,0.022068,0.023130,0.022818,0.022975,0.022161,0.022322
0.055691,0.052982,0.054531,0.054807,0.056886,0.054972,0.054764,0.066665,0.054515,0.056383
0.088124,0.086695,0.087084,0.087585,0.088645,0.089918,0.088027,0.087187,0.091436,0.089033
0.117166,0.117133,0.118006,0.117263,0.117058,0.117262,0.117966,0.118319,0.117194,0.117365
0.161023,0.161332,0.161286,0.161367,0.162169,0.162093,0.161772,0.161390,0.161543,0.161234
0.113694,0.114119,0.114615,0.113589,0.113596,0.114266,0.114053,0.114058,0.113573,0.113670
0.088978,0.093098,0.089052,0.088742,0.093013,0.089330,0.093201,0.089135,0.088726,0.088194
0.096540,0.096813,0.097027,0.097259,0.097655,0.096815,0.096587,0.096828,0.096911,0.097283
0.074081,0.073569,0.073731,0.073862,0.074224,0.074615,0.074018,0.073756,0.075113,0.074341
0.101593,0.101896,0.102006,0.101799,0.103225,0.101932,0.101544,0.101836,0.101657,0.101794
0.140198,0.139673,0.139813,0.139989,0.140428,0.140949,0.140141,0.139825,0.141574,0.140585
0.082463,0.081241,0.080347,0.080544,0.078710,0.094490,0.084733,0.079962,0.080658,0.082720
0.040973,0.041159,0.041272,0.041638,0.042467,0.041768,0.040769,0.041231,0.041213,0.042301
0.107795,0.108344,0.108856,0.107882,0.108164,0.108359,0.108117,0.107967,0.107821,0.107869
0.085261,0.085608,0.085694,0.086163,0.086397,0.085627,0.085505,0.085624,0.085902,0.085822
0.083865,0.084583,0.086747,0.081492,0.083221,0.081091,0.084865,0.083484,0.088203,0.082762
0.054120,0.054200,0.055123,0.054147,0.054049,0.054257,0.054285,0.054736,0.054102,0.054508
0.078696,0.078957,0.079066,0.078943,0.079893,0.079565,0.078851,0.078957,0.078857,0.078974
0.080824,0.080725,0.081276,0.080286,0.080875,0.080306,0.080249,0.080303,0.080295,0.080297
0.085024,0.030423,0.048702,0.014598,0.098470,0.077081,0.006797,0.110737,0.039219,0.153790
0.039688,0.040022,0.040762,0.039691,0.039556,0.039914,0.039917,0.040535,0.039632,0.039715
0.058934,0.058916,0.058869,0.058761,0.059972,0.059107,0.058700,0.058835,0.059193,0.058723
