0.089064,0.089537,0.089331,0.089557,0.090131,0.089468,0.089099,0.089394,0.089099,0.089139
0.061042,0.060477,0.061017,0.061995,0.060722,0.060896,0.060816,0.060806,0.061283,0.061514
0.155825,0.156227,0.156823,0.155979,0.156417,0.156043,0.156024,0.156781,0.155772,0.156177
0.029411,0.029757,0.030105,0.029956,0.030521,0.029602,0.029560,0.029778,0.029463,0.029404
0.113677,0.114416,0.111772,0.111751,0.113473,0.112391,0.112011,0.113154,0.111663,0.113192
0.096494,0.096400,0.096585,0.096934,0.096423,0.097473,0.096779,0.097315,0.096937,0.097248
0.025883,0.026193,0.026142,0.026254,0.026959,0.026724,0.025989,0.026231,0.026036,0.025939
-0.008980,0.091601,0.104901,-0.006023,0.051975,-0.011009,0.052080,-0.004481,0.094179,-0.014156
0.079611,0.080702,0.080579,0.082437,0.082676,0.082763,0.079773,0.080922,0.080639,0.083142
0.107508,0.107508,0.107508,0.107508,0.107508,0.107508,0.107508,0.107508,0.107508,0.107508
0.022551,0.022018,0.021817,0.021804,0.022171,0.022030,0.022019,0.022584,0.022596,0.021990
0.029275,0.029424,0.029610,0.030918,0.029531,0.029401,0.029366,0.029707,0.029334,0.029297
0.120887,0.120489,0.120349,0.119938,0.120291,0.120106,0.120294,0.120197,0.120911,0.120600
0.078021,0.076811,0.077959,0.080165,0.077363,0.077821,0.077619,0.077660,0.078564,0.079019
0.085384,0.086350,0.084442,0.082129,0.084949,0.083286,0.081843,0.083421,0.082975,0.085236
0.098884,0.099301,0.099981,0.099735,0.099745,0.099270,0.098958,0.099567,0.098783,0.098900
0.042237,0.042076,0.042342,0.042485,0.041543,0.043594,0.042227,0.042433,0.042461,0.041992
0.119023,0.118491,0.118283,0.118105,0.118469,0.118561,0.118412,0.118702,0.119125,0.118311
0.082904,0.084573,0.084561,0.085931,0.083460,0.080730,0.081788,0.083807,0.083585,0.083694
0.095844,0.095020,0.095140,0.094925,0.095068,0.095117,0.095176,0.094995,0.095397,0.095814
0.090225,0.090243,0.090598,0.090188,0.090144,0.090191,0.090248,0.090133,0.090972,0.090907
0.026697,0.029049,0.028914,0.030810,0.027443,0.023706,0.025226,0.027952,0.027589,0.027748
0.095738,0.095241,0.095718,0.096642,0.095442,0.095621,0.095514,0.095558,0.095991,0.096171
0.085455,0.085266,0.085254,0.085691,0.085224,0.085165,0.085374,0.086012,0.085968,0.085274
0.146647,0.146076,0.146306,0.147254,0.146070,0.146568,0.147251,0.147172,0.147204,0.146130
0.117826,0.116883,0.116810,0.117716,0.117376,0.117046,0.117274,0.117736,0.117449,0.117106
0.102155,0.118519,0.102664,0.101602,0.102297,0.101873,0.101814,0.101829,0.100469,0.102122
0.041140,0.043097,0.040851,0.040876,0.042938,0.041082,0.043255,0.040830,0.040797,0.040503
0.043491,0.043683,0.044529,0.043919,0.043812,0.044425,0.043590,0.043940,0.043601,0.043725
