-0.022507,-0.014766,0.018112,-0.019244,0.041604,-0.001452,0.004716,0.010818,-0.021091,0.016778,0.088104,0.002599,-0.027710,-0.025386,-0.007359,0.024921,0.036759,0.076222,-0.017769,-0.017007,0.030598,-0.013742,0.028987,0.045607,-0.022927,0.002390,0.024799,0.029853,-0.004637,-0.013457,0.012184,-0.016550,0.006844,0.023700,-0.004207,-0.008844,0.025374,-0.003051,0.039114,-0.027732,0.026788,0.013803,0.069263,0.038342,0.009119,-0.010980,0.001871
-0.008510,-0.008476,0.027270,0.000744,0.025119,0.005358,0.033309,0.048137,0.001430,0.015871,-0.008214,0.015952,-0.002398,0.017729,0.004672,0.006860,0.026518,0.013987,-0.002339,0.005930,0.007272,-0.003882,0.022214,-0.030554,-0.005827,0.010087,0.005973,-0.003914,0.005639,0.018052,0.040430,0.019310,0.052451,-0.012451,-0.002413,0.029263,0.001911,0.022735,-0.044178,0.013260,0.007005,0.005907,0.021369,0.008364,0.017462,0.014843,0.003674
0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809,0.020809
0.011256,-0.065810,-0.038633,0.040911,-0.012838,0.000292,-0.045493,-0.025454,0.027468,0.026751,0.002459,0.049706,-0.020307,0.007753,-0.018497,-0.041581,-0.033036,-0.005654,-0.056257,-0.043771,0.005437,-0.063433,0.066804,-0.025199,0.018273,0.012860,-0.018466,0.017236,0.012922,-0.021048,-0.013642,-0.037426,-0.043868,0.014983,0.023483,0.002498,0.013085,-0.006347,-0.039087,0.036294,-0.047032,0.026890,-0.027045,0.031479,0.022634,0.004287,-0.019605
0.016843,0.016797,0.017106,0.015997,0.016494,0.016042,0.016754,0.015167,0.016161,0.016338,0.016018,0.015978,0.016495,0.016726,0.018013,0.016110,0.015936,0.016085,0.016799,0.016620,0.016491,0.016793,0.015847,0.015927,0.016760,0.016845,0.016319,0.016064,0.016192,0.016677,0.016717,0.016333,0.016188,0.016874,0.017325,0.016654,0.016266,0.015854,0.015850,0.015928,0.016184,0.016514,0.015895,0.015873,0.016215,0.016226,0.016498
0.020659,0.019416,0.020243,0.021147,0.019602,0.018520,0.019457,0.020611,0.018738,0.017206,0.016655,0.015438,0.012063,0.019011,0.016676,0.018013,0.014938,0.015187,0.017381,0.018192,0.013256,0.020279,0.015383,0.021800,0.018318,0.015351,0.017324,0.015169,0.016829,0.020242,0.015794,0.013197,0.015474,0.015070,0.016918,0.021357,0.019906,0.020211,0.021817,0.017627,0.017559,0.013979,0.018307,0.017984,0.016508,0.017317,0.021970
0.020322,0.020300,0.020238,0.020226,0.020231,0.020473,0.020251,0.020418,0.020277,0.020174,0.020132,0.020121,0.020256,0.020218,0.020117,0.020133,0.020290,0.019995,0.020257,0.020295,0.020580,0.020364,0.020401,0.020211,0.020299,0.020258,0.020239,0.020171,0.020275,0.020415,0.020294,0.020174,0.020306,0.020288,0.020319,0.020256,0.020361,0.020239,0.020234,0.020180,0.020105,0.020188,0.020306,0.020281,0.020183,0.020130,0.020222
0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812,0.024812
0.010288,0.010565,0.009178,0.009851,0.010153,0.009128,0.008466,0.009463,0.008155,0.008848,0.010446,0.008730,0.010256,0.010272,0.010944,0.009887,0.009586,0.009495,0.010701,0.007974,0.010031,0.010584,0.008053,0.008659,0.010076,0.009490,0.009357,0.008741,0.008969,0.008558,0.010219,0.009198,0.009637,0.010301,0.010181,0.008601,0.008772,0.008647,0.008062,0.009260,0.009093,0.009112,0.008566,0.008349,0.009123,0.009810,0.008998
0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678,0.027678
0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012772,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012771,0.012772,0.012771,0.012771,0.012771,0.012771
0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239,0.021239
0.011194,0.011009,0.012180,0.011039,0.009955,0.012549,0.011787,0.011226,0.011115,0.012198,0.010262,0.011078,0.011033,0.010778,0.011257,0.010113,0.010690,0.011020,0.010893,0.012243,0.011497,0.010905,0.012224,0.011431,0.011603,0.011385,0.011241,0.011395,0.011671,0.011531,0.009994,0.010573,0.010154,0.010294,0.010349,0.011774,0.010993,0.011315,0.012468,0.010820,0.010525,0.011263,0.011662,0.010829,0.010781,0.009725,0.010193
0.032175,0.032082,0.031954,0.032646,0.032404,0.032783,0.032368,0.032301,0.032118,0.032143,0.031884,0.032505,0.031807,0.032097,0.032004,0.032267,0.032020,0.032248,0.032025,0.032412,0.032204,0.032077,0.031658,0.032380,0.032234,0.032486,0.032513,0.032204,0.032548,0.032150,0.032052,0.032072,0.032178,0.031957,0.032154,0.032175,0.032093,0.032176,0.032630,0.032236,0.032490,0.032031,0.032307,0.032076,0.031806,0.031677,0.032301
0.009810,0.011794,0.010859,0.011499,0.010288,0.009888,0.009621,0.009632,0.009633,0.010654,0.011575,0.010391,0.012730,0.010166,0.010135,0.009735,0.011254,0.009609,0.011775,0.010964,0.010705,0.012033,0.009077,0.009077,0.009829,0.010405,0.008737,0.010692,0.009137,0.009414,0.010055,0.009977,0.008855,0.009446,0.010548,0.009681,0.011125,0.009948,0.010469,0.011519,0.009696,0.010569,0.010917,0.010519,0.011146,0.009260,0.009527
